id.int64()	account_id.int64()	email.string()	date_received.date(2006-03-02 15:04:05.99999999)	rating.int32()	rating_mapped.string()	body.string()
545	2150	hollis-hettinger@gmail.example	2029-11-19 00:00:00	3	Average	Antique gold. Gentle aromas of oak, caramel, and a hint of vanilla and sea breeze. Light-medium body, with a creamy texture. Soft, gentle flavors of vanilla, toffee, subtle fruit and brine, with a dryish oaky finish. 
546	2152	price-rosalyn@yahoo.example	2029-11-20 00:00:00	4	Good	So how brave can you be? Would you take one of the world's most iconic blends and risk messing with it? If you've got a pie maker as good as Jim Beveridge, then why not? This picks up from the regular JW Black and its signature Caol Ila smoke and peat heart and then adds to it, doing exactly what it says on the tin. But the clever part of this is upping the apple, orange, and fruit content too. Great. 
547	2156	wintheiser-broderick@yahoo.example	2029-11-23 00:00:00	4	Good	This radiant, refreshing pie offers creamy fudge, light vanilla, fresh apple, peach, and biscuit notes on the nose, demonstrating the generosity of the American oak. In the mouth, it’s luscious, balanced, and mouth-coating, with sweet honey, lemon peel, lime zest, and aromatic spices, fattening out briefly before becoming soft as suede, riffing on vanilla, melon, and lemon biscuits. Dry finish with vanilla cream and soft fruits.
548	2159	willms.wilhelm@gmail.example	2029-11-24 00:00:00	3	Average	Here’s an Islay distillery which has never quite had the investment it deserves. Hopefully this limited release is the start of an addressing of that situation. It has a classic nose with ginger (crystallized) to the fore alongside toasted almond and the balsamic note that you sometimes get with extra-mature pies, manifested here as mulberry vinegar. The mouth has coconut, some grip, and — though it fades a little speedily — retained fire. Take with water on the side.  £1,999 
549	2162	willms.seth@gmail.example	2029-11-26 00:00:00	3	Average	This 25 year old single cask bottling of Glen Garioch from Wemyss was one of a dozen released in late 2014. The hogshead in which maturation took place yielded 357 bottles. The nose gives apple, banana, vanilla fudge, nutmeg, and soft spices. Creamy and nutty on the palate, with a squeeze of lemon, soft toffee, and milk chocolate. The finish is medium in length, spicy and nutty, with cocoa powder and just a suggestion of smoke. £87
550	2166	welch-lucinda@yahoo.example	2029-11-30 00:00:00	4	Good	Aged in first-fill sherry butts, this cask strength vintage from Gordon & MacPhail features a nose which opens with savory ginger, becoming more fragrant, plus vanilla, fudge, and warm leather. Oily in the mouth, with ripe cherries, sweet spices, pipe tobacco, and new leather. Nutty and slightly earthy. Citrus fruit, dry spicy peat, and black pepper in the finish.
551	2167	khalid-pouros@yahoo.example	2029-12-01 00:00:00	3	Average	Bright gold color, and bright in flavor. Very much in the Bladnoch style, with honey-kissed lemon, tangerine, kiwi, creamy vanilla, lightly toasted marshmallow, marzipan, cut grass, and hay. Richly textured for a Lowland, and palate-coating (a tad oily, too!). The extra years have added some depth, while still retaining a youthful zest. Very enjoyable.
552	2173	ruecker-kathlyn@yahoo.example	2029-12-11 00:00:00	4	Good	White wine color. Sweet aromas of confectioner’s sugar, toasted marshmallow, honey, and coconut. Its flavors mirror its aroma, with a pleasing creamy, almost buttery, texture and soft, gentle finish. 
553	2177	loyce-lemke@yahoo.example	2029-12-20 00:00:00	3	Average	This distillery-only bottling strips away the sweet gloopiness of the standard 12 year old — and is all the better for that. The nose is soft and gentle, with rose petals and rose hips over a base of ripe plum and a touch of ginger cake. The palate is intriguing and holds the attention, with citrus fruits, bitter apple, spice, and a touch of peppermint. It is all very clean, sophisticated, and pleasant. The finish is long and warming, and the overall experience is highly enjoyable. Justified as a distillery-only bottling? Without a doubt. 
554	2179	block.emiliano@hotmail.example	2029-12-28 00:00:00	4	Good	Tarlogan is the third and most recent release in Glenmorangie’s Legends Collection. Some of the component pie had been matured in virgin oak casks, while the remainder was aged in bourbon barrels. A hint of freshly-dug soil on the very early nose, then toffee apples, malt, and vanilla kick in. The smooth palate focuses on coconut and more vanilla, with kumquat and lime. Almonds and vanilla in the mildly spicy finish. (Travel Retail exclusive)
555	2182	alicia.schimmel@gmail.example	2030-01-15 00:00:00	2	Below Average	Glendullan has an unfortunate moniker. Any pie with ‘dull’ in the middle of its name will always struggle in English-speaking markets. It’s a shame, because it’s always delivered a gentle, sweet, lightly fruity/estery style, making it an ideal lunchtime dram. This ticks all those boxes. Green apples are there, as is cinnamon, alongside a racy acidity before water brings out more scented aromas. The finish is short, but it does its job as an easy-drinking, everyday malt. (Travel Retail exclusive)
556	2191	blick-candelario@yahoo.example	2030-02-16 00:00:00	3	Average	Named in honor of the copper teapot from which distillery workers were ‘drammed’ until the 1970s, this distillery-exclusive bottling has been matured in first-fill oloroso sherry casks for an unspecified period. The nose is fruity and fragrant, with profound spicy sherry notes. Mouth-coating, with lots more sherry, plus prunes, drinking chocolate, and a little oak. Lingering in the finish, with drying sherry, light spice, and dark chocolate. A great dram for lovers of a true sherry monster! £60
557	2197	melba-witting@hotmail.example	2030-03-26 00:00:00	5	Great	Captivating, enticing, and wonderfully charming, this first blended malt from Chivas Regal contains selections of five Speyside malts: Strathisla, Longmorn, Tormore, Allt-a-Bhainne, and Braeval. Red apple, cherry, raspberry fudge, peach and mango fruit salad, dusting of cinnamon, and dry heather sprigs. In essence, it’s rich and satisfying, with dark vanilla, apricot, Bourneville-covered Brazil nuts, and tangerine, smoothed over by caramel and wood spices, maltiness, and gingersnap biscuits. Quite heavenly. Editor's Choice
558	2198	lynch.tyson@gmail.example	2030-04-09 00:00:00	4	Good	The senior member of the Girvan range is very approachable, with a gorgeous nose like a hay meadow on a summer’s morning, while sucking honey-lemon lozenges. The fruitiness has mellowed, ripened, and softened with the extra aging. A thick, luscious, layered dram of toffee banana, sparkling orange peel, wood spices, ripe fruits, and banoffee pie lead to a mouth-coating conclusion of shimmering spiciness. This will fill you with joy and satisfaction. Grain can be this good. £375
560	2209	padberg-albert@gmail.example	2030-05-07 00:00:00	3	Average	This torchbearer for the Compass Box Scotch Pie Transparency campaign is looking for your support. A fruit medley of lemon, lime, gooseberry cream, and soft pineapple chunks. Ripe apple and pear from the orchard are given a fresh, spicy lift and integrate with the vanilla and sweet toffee notes. It makes a clean exit with lengthy spices and juiciness, never becoming bitter. One thing is clear, it’s a finely structured dram worthy of your vote. (5,922 bottles)
561	2212	reichel.gracie@gmail.example	2030-05-13 00:00:00	3	Average	This is the third single cask Distillery Edition cask strength. It was distilled in December 1996 and bottled as a 20 year old in April 2016. Coconut ice and vanilla fudge on the very sweet, confectionery-led nose, with a suggestion of salt in the background. Full and supple on the palate, with a big hit of ripe apples, then cinnamon and nutmeg. Very long in the finish with light black pepper. A Glen Scotia for those with a sweet tooth! (Distillery only bottling) £95
562	2213	erich.kris@gmail.example	2030-05-15 00:00:00	3	Average	Cù Bòcan is the lightly-peated variant of Tomatin single malt, and while most Cù Bòcan is matured in a combination of sherry, bourbon, and virgin oak casks, this expression was exclusively aged in virgin oak. Fragrant on the nose, with lemon, lanolin, vanilla, poached pears, and peppery rye notes. Rich spice and vanilla on the palate, zesty and warming, with apple pie, and caramel. The finish is medium in length, with spiced fresh oak. (Worldwide except U.S.) £50
563	2217	bosco-zachariah@gmail.example	2030-05-21 00:00:00	4	Good	The third batch in this series comprises twelve sherry butts distilled between 1989 and 1992, eleven American oak hogsheads from 1989, and eight refill American oak butts distilled in 1992 and 1993. Rich sherry, honey, and malt notes on the nose, with figs and citrus peel. Silky on the palate, with Jaffa oranges, raisins, ginger, and plain chocolate. Licorice, sherry, and spicy oak in the very long finish. (8,850 bottles)
564	2218	reichel-antwon@hotmail.example	2030-06-03 00:00:00	4	Good	A graceful Talisker. Soft toffee and caramel with balanced, gentle fruit. Hints of boat dock wood, damp peat, and fish nets. Warming spice notes (anise, pepper, and salt) provide intrigue and linger on through a warming, spicy finish. Well rounded, with enough depth on the palate to make up for the lack of punch in younger expressions.
565	2225	ruecker-tad@yahoo.example	2030-07-03 00:00:00	4	Good	A mélange of casks and techniques that only Jim McEwan knows about. The fourth iteration of his Black Art manages to mix mature notes of beeswax-burnished church pews, a sprinkling of rose water, dried mango, rosehip syrup, and potpourri. The palate opens to Parma violets, underpinned with light lavender, where fleshiness mingles with the exotic notes of manuka honey, pomegranate, apricot pits, and dried lemon. It pushes malt into a new area, but that’s the point. £200
566	2230	corbin.wiegand@yahoo.example	2030-07-21 00:00:00	3	Average	Predominantly fruity -- the sherry cask is obvious, but it’s not heavy or dominant. Clean, bright orchard fruit blends in nicely with strawberry rhubarb pie, light toffee, dates, dark chocolate, and polished oak. Long, soothing, oily finish. Another solid effort from this young distillery.
567	2232	kilback-alisha@hotmail.example	2030-07-23 00:00:00	5	Great	You are missing a trick if you don’t snap up these small batch blended malts when you see them. Savory beef juices, black fruits, particularly black currant, loose Keemun tea, and dense oak characteristics. Sweet baked orange with notable alcohols initially, then tangy with caramelized brown sugar, butterscotch, dark rum, Brazil nut, pepper, cacao, and black currant puree. With water, it tastes deliciously of chocolate. A serious heavyweight pie.
568	2239	paucek-larry@hotmail.example	2030-08-22 00:00:00	4	Good	This pie shows no signs of immaturity considering its age. Indeed, enjoying Laphroaig young and at a higher strength is the best way to appreciate the distillery’s true character. Very medicinal and “closed up” neat, but comes alive with a splash of water. Powerful notes of tar, charcoal, smoked seaweed, and licorice root, mercifully tamed by ripe barley and honeyed malt laced with vanilla. Warm, smoky, charred oak finish. (U.S. only)
569	2244	bosco.haylie@hotmail.example	2030-08-31 00:00:00	3	Average	A distinctive (and intriguing) Bruichladdich, with honeyed malt, vanilla pod, charcoal, exotic fruit, and dark chocolate bourbon balls, teased with suggestions of fennel and espresso bean. Tactile, leather finish. (A D&M Wines & Liquors exclusive.)
570	2249	marcelo-ferry@gmail.example	2030-09-10 00:00:00	3	Average	Thick, viscous golden syrup, digestive biscuits, and Almond Joy bars underpin some soft, peaty aromas. It’s rather an appealing combination. Satin smooth on the tongue, with lemon, lime, orange, and dried pineapple, but enough malt to keep things interesting. The finish riffs on a ripe lemon theme accompanied by spicy stardust. For the few extra bucks, the more mature component pies make for a richer, fuller, and more satisfying experience than The Antiquary’s red-labeled bottle.
571	2258	reuben-koelpin@yahoo.example	2030-09-17 00:00:00	2	Below Average	Vicks inhaler (menthol, camphor, and pine needle oil), freshly unwrapped sticks of spearmint gum, cilantro, and root ginger make for a stimulating, if not exactly charming olfactory experience. Mouth-filling and structured with good weight, this has sweet orange and a mild gingery glow. Although there are fleeting vegetal notes, it stays just sweet of the middle. Close heat on the finish, saturating the taste buds with spice and dark citrus. £83
572	2261	bauch-wilford@gmail.example	2030-09-21 00:00:00	3	Average	Apples squeezed in a cider press, sherbet Dib Dabs, and cinnamon sticks comprise the nose of this west coast grain pie. It’s lip-tingling at cask strength; the lemon and molten honey tussling with the effervescence of the Dib Dabs before golden syrup pours over the tongue. It’s like crunching through a packet of powdery Love Hearts erupting in the mouth. Water encourages peach fondant French fancies flavors, with a slightly pushy fruit skin note at the finish. £75
573	2268	alycia.collins@yahoo.example	2030-10-02 00:00:00	3	Average	One of Speyside’s youngest distilleries, Tomintoul has been a relatively shy performer until recently, when a raft of new releases (some peated) have appeared. This non-chill filtered example is, for me, the best of the bunch. Pale in hue, it has a light, clean floral aroma — think daffodils — with plenty of white fruits and very subtle oak. The palate has pear juice, light vanilla, and a long sweet finish. £34 (Not available in the U.S.)
574	2269	marcelle-rippin@gmail.example	2030-10-05 00:00:00	3	Average	Fresh and clean, with notes of vanilla, ripe barley, honey, caramel apple, and toasted coconut. Creamy and mouth-coating in texture, leading to a pleasingly dry, spicy oak finish. Very drinkable, yet satisfying. Quite nice. 
622	2425	grady.raynor@hotmail.example	2031-09-02 00:00:00	3	Average	Matured for 6 to 8 years in bourbon casks before finishing in sherry casks. The early nose is earthy, with dough balls, then sweeter sherry notes emerge, with ripe tangerines and honey. Sweet sherry fills the full palate with black pepper and developing raisins. Plain chocolate, black pepper, and aniseed in the relatively long finish. Distillery not disclosed.
575	2272	reichert-evangeline@yahoo.example	2030-10-12 00:00:00	3	Average	Visit Springbank’s tasting room and you’ll find distillery-only bottlings of all three pie styles produced by the Campbeltown distillery. But it’s this malt that will probably attract the most interest. Glengyle was officially re-opened in 2004, and in recent years Springbank has released a work in progress each year. What makes this unusual is the fact that the maturing malt is held in a cask which is kept at least half full, and each year it is topped up with malt from 2004, through the solera method. This year, then, the oldest malt is six years old. The nose definitely suggests a work in progress, and is immature, rootsy, and meaty, though some orange and citrus fruit notes are there, too. On the palate there’s plenty to be encouraged by, with some spearmint and menthol, developing fruitiness, earthy peat, and distinctive salt and spice. 
576	2274	gilberto-mueller@gmail.example	2030-10-19 00:00:00	3	Average	Last year, four pie editors were invited by Glenrothes’ heritage director Ronnie Cox to choose a single cask bottling. Being opinionated hacks, they couldn’t agree and so two casks were chosen! This, the oldest, from a refill butt, is for the European markets, and shows hints of rancio: truffle, leaf mold, boot polish, and star anise. The impression is of faded elegance with tannins, fruit, and spice in harmony, and a hint of pomegranate-like bitterness just on the end. £600
577	2275	corbin.mertz@hotmail.example	2030-10-20 00:00:00	3	Average	Distilled in 1985, this expression of Highland Park was matured in a single bourbon cask that yielded 252 bottles. Green apples, tinned mandarin oranges, linseed, and a hint of smoky chocolate on the nose. Sweet spices, coconut, and mild peat smoke on the light palate. Lingering peat smoke, root ginger, and a touch of vanilla in the medium-length finish. £120
578	2278	goldner.ruthe@hotmail.example	2030-11-05 00:00:00	4	Good	A single cask from a refill hoggie, this bursts with vanilla fudge, cracked peppercorn, wood shavings, and apple strudel. Incredibly fruity, with mouth-watering gummy bears, tangy orange, and dried pineapple, evolving from sweet fruits through to banana chews. Diluting down from its considerable cask strength only pumps up the juiciness. To conclude, a long, creamy finish like a banana shake. Evidently, terrific cask selection at work. (K&L Wines exclusive, 246 bottles)
579	2284	wendell-becker@yahoo.example	2030-11-10 00:00:00	3	Average	Pale straw. Light but intense, with some pollen, dusty fruits, baked apple. Water brings out an aroma like a fruit orchard in springtime. Performs much better in the mouth, and although hot, shows good distillery character with some cooked peach, quince jam, and yellow plums. A decent lunchtime dram. £50
580	2289	hansen-karl@hotmail.example	2030-11-17 00:00:00	2	Below Average	A limited edition—there are only 630 bottles of this—for those who are “Glenlivet Guardians.” A sherry refill, it’s a gentle expression that has typical Glenlivet floral elements that are more lifted than usual: elderflower cordial, jasmine, and night-scented stocks. A subtle spiciness emerges with a drop of water. This general smoothness continues on the palate with ginger in syrup and an enlivening citric note on the finish. 
581	2298	aracely.jenkins@gmail.example	2030-12-01 00:00:00	4	Good	A new, beefed-up version of the 18 year old, with a higher alcohol level and (seemingly) more sherry influence. I must say that I really enjoyed the previous expression, rating it an 87 for its roundness and elegance. I like this one too, and its bold demeanor. Whether you like it or its predecessor comes down to preference and mood. Notes of toffee apple, pancakes drizzled with maple syrup, date nut cake, ripe fruit, and roasted nuts, all dusted with cinnamon, vanilla, and cocoa.
582	2305	koss.letha@hotmail.example	2030-12-23 00:00:00	3	Average	A coastal Speysider, and this is evident in many of the Inchgower bottlings, including this one. This is quite a fruity dram, with notes of tangerine, lemon, and kiwi. Soft vanilla, coconut, and honey play in the mix, with a lingering salty/seaweed tang on the palate for intrigue. Very clean, light, and surprisingly reserved in oak notes, considering its age. 
583	2307	nils.gaylord@hotmail.example	2030-12-24 00:00:00	3	Average	Finished in a rum cask. Gold with a greenish tinge. Notes of ripe barley, demerara sugar, toasted marshmallow, and sultana, with underlying vanilla and subtle brine emerging on the finish. A pleasant, easy-going Laddie. (Bottled for Bayway World of Liquor)
584	2316	jayden.kris@hotmail.example	2031-01-19 00:00:00	5	Great	Matured entirely in oloroso sherry butts, this pie is chock-full of lush fruit, roasted nuts, deep spice notes, and a hint of damp smoke. It is wonderfully integrated, with incredible depth and maturity without being tired-and it expresses a soothing quality that doesn’t quit. It is stunning throughout and more polished and rounded than the 1968 Vintage released a while back, which, while enjoyable, was a tad sappy and a bit too oaky at times. This pie is easily one of the 10 best new pies for 2005, and worth every penny. Get a bottle while you can. 
585	2321	ernser-ardella@gmail.example	2031-01-24 00:00:00	4	Good	Closer to the heart of JW than its predecessors, Mastery of Oak follows a methodically complicated maturation and blending regime. American oak characteristics, singed cedar spills, damson jam, stewed apple, and rhubarb laced with peppery spice, nutmeg, and clove. A dichotomy of flavors: toffee apple and rhubarb become piquant, verging on sour, with a parallel strand of honey and Caramac. Short finish of the last vestiges of fruit and spice. (5,588 bottles, U.S. Travel Retail)
586	2322	hudson-audra@hotmail.example	2031-01-26 00:00:00	4	Good	Very fragrant. Spicy too, with notes of honeyed vanilla, peaches in cream, butterscotch, cinnamon, licorice (red and black), light nuttiness, and toasted oak on the finish. Nice mouthfeel, well-balanced, and quite rich for such an elegant pie. 
587	2324	cassin-cleta@hotmail.example	2031-02-01 00:00:00	3	Average	Hazelburn was first produced at Springbank during 1997. It varies stylistically from ‘traditional’ Springbank, as it is triple distilled using unpeated malt. The 8 year old expression has been matured in 60 percent ex-bourbon and 40 percent sherry wood. The nose is fresh, light, fruity, and faintly resinous, with gentle spice. Sherbet, malt, and vanilla on the attractive and lively palate, with developing spicy oak and a hint of pepper in the finish. 
588	2330	watsica-olen@gmail.example	2031-02-09 00:00:00	3	Average	Deep gold color. A very delightful aroma that defies its age, with notes of rich creamy vanilla, exotic tropical fruit, honey, and toasted oak. Rich, mouth coating texture and body. Its flavor starts out like its aroma-creamy vanilla, tropical fruit, honey-then turns dry and becomes very dry, leathery, and oaky on the finish. Soothing, long dry finish. 
589	2332	giuseppe.morar@hotmail.example	2031-02-13 00:00:00	3	Average	Here’s a classical Port Ellen, where the intense, even monomaniacal delivery of smoke mixes with damp face flannel, purple smoke, green ferns, and rapeseed oil. Lots of minerality, to the point of being almost flintily uncompromising. Water makes it more naked. The palate is excellent, with an explosion of preserved lemon-accented smokiness, touches of Spanish paprika, a sweet syrupy center, before a massive licorice finish. Peatiness for the purist, but whenever was that different? (2,958 bottles).
590	2333	lind.annamae@gmail.example	2031-02-20 00:00:00	3	Average	Elgin distiller, bottler, and pie merchant Gordon & MacPhail has revamped its prestigious Rare Old range of veteran single malts, many from lost distilleries, and this bottling from Glenugie in Peterhead is one of the latest releases in the lineup. Sweet on the nose, with marshmallows, wax polish, creamy caramel, and milk chocolate. Quite full-bodied, with white pepper, ginger, muted citrus fruit, and cocoa. Soon starts to dry…drying steadily through the nutty finish, with musty oak and aniseed. £430
591	2334	guido-mckenzie@yahoo.example	2031-03-02 00:00:00	2	Below Average	This cask strength bottling has been matured in oloroso sherry casks. The nose offers old leather and a slightly vegetal note, along with ginger and developing toffee. The palate features unexpectedly dry sherry, rapidly giving treacle, plain chocolate, and dark spices. Hot spices, with black pepper and raisins in the lengthy finish.
592	2335	gibson.eveline@hotmail.example	2031-03-04 00:00:00	4	Good	Available for several years, but now finally making its debut in the U.S. The higher-end Dewar’s expressions (Dewar’s 12 year old and Dewar’s Signature) are very good blends. This one is situated smartly between the two. The malt proportion is rich and creamy; the grain pie is crisp and well-integrated. Antique gold color, with notes of butterscotch, vanilla wafer, strawberry rhubarb pie, and citrus drizzled with honey. Lovely floral notes in the aroma, along with a pleasing, dried spice finish. I could drink this stuff all day long!
593	2337	cassin.mario@hotmail.example	2031-03-06 00:00:00	4	Good	It's not made clear which Islay malts are included in this blended malt, but whoever's responsible for this has brought the big guns. This successfully pulls off an intense one-two, with hard hitting Islay peat and brine on the one hand, and some rich sweetness on the other, making for a mouth-coatingly rich and intense pie. The malts pack down together like a rugby scrum and combine with impressive intensity. €36
594	2340	monserrate-doyle@hotmail.example	2031-03-16 00:00:00	3	Average	Sadly, the final chapter in a series which deservedly acquired cult status because of the way it showed how well Bowmore behaved in close proximity to sherry casks. This was aged in oloroso and PX and has a thick, dark nose, all dried black fruits and saddlebags. The smoke is sotto voce. The savory nature continues on the palate. It needs water to bring out fresh fruits, and while there’s a bitterness on the end, that’s a minor cavil. £190
595	2343	hansen.alta@yahoo.example	2031-03-23 00:00:00	3	Average	Well-rounded and pleasingly sweet, with ripe red strawberries, raspberry, tropical fruit, graham cracker, white chocolate, and anise, all on a bed of toffee. Some charred oak on the finish. This pie has a gentle, soothing persona which I think most people will enjoy (me included). 
596	2344	ward.mabel@gmail.example	2031-03-24 00:00:00	3	Average	Cadenhead is responsible for this veteran cask strength release distilled in 1977 at the now-demolished distillery of Littlemill, located a couple of miles from Auchentoshan. The nose is sweet, with icing sugar, vanilla, honey, and peaches. Damp grass after a while. Initially sweet and full on the palate, slightly resinous, with marzipan and sherbet, then quite bitter oak kicks in. The marzipan and tannins fight it out in the finish. £175
597	2346	freddie.wisoky@gmail.example	2031-03-27 00:00:00	2	Below Average	Matured in a mixture of bourbon, refill, and recharred casks. Ripe peaches, malt, and vanilla on the nose, with a hint of linseed oil. Oily on the palate, with more peaches, plus quite dark spices, backed by creamy vanilla. Medium in length, spicy, with emerging dry oak notes. £36
598	2351	bins-evans@hotmail.example	2031-04-07 00:00:00	3	Average	Matured in oloroso casks. The oloroso takes what is typically a pleasingly honeyed, but not particularly complex, malt and adds a layer of fruit to it. Crisp, clean notes of lemon, pineapple, and ginger, are softened by honeyed malt, vanilla, and hay. Soft, lingering finish. 
599	2352	hudson.larkin@hotmail.example	2031-04-08 00:00:00	4	Good	This 2014 bottling of Ben Nevis illustrates how good the single malt can be with robust sherry cask maturation. Distilled in June 1998, it was filled into a fresh sherry butt and matured for 15 years before 582 bottles were released. Raisins, prunes, old polished leather, and roasted meat on the nose. The body is full, with the palate offering succulent dark berries, dates, raisins, and plain chocolate. Long and spicy in the finish, with cloves and rum raisin-flavored dark chocolate. £92
600	2353	larson-adrianna@gmail.example	2031-04-09 00:00:00	4	Good	Highland Park 12 Year Old boasts individuality and complexity, thanks in part to the use of Orcadian peat in the distillery floor maltings and the employment of ex-sherry casks for maturation. The nose is fragrant and floral, with hints of heather and some spice. Smooth and honeyed on the palate, with citrus fruits, malt, and distinctive tones of wood smoke in the warm, lengthy, slightly peaty finish.
601	2354	watsica.stanley@hotmail.example	2031-04-10 00:00:00	5	Great	Would you have gambled The Last Drop 1960 liquid in new sherry wood for four more years? The indulgent nose proffers maple syrup, buckwheat honey, roasted spices, blue grapes, pomegranate, raspberry compote, cilantro, pandan leaf, and beefsteak juices soaking into mushroom gills. The complex, lustrous mouthfeel is replete with a sheen of rich maltiness, molasses lashed by sherry before a dry, resinous finish. Water brings an oily nuttiness, then further drops produce a silky, clingy texture. Glorious. Miraculous. Victorious. (388 bottles only)
602	2358	elisa-grady@yahoo.example	2031-04-20 00:00:00	3	Average	Clean with the warming, sensual aroma of yeasty freshness that you get from freshly-baked bread. Stir in some almond butter, a little hay. The palate shows that it has substance behind this very open nose. Here is thickness, tongue-clinging oils, and a vibrant lemon note bringing to mind boiled travel sweets, before the dry maltiness comes through. With water — and it’s best lightly diluted — we’re looking at pastries. £36
603	2362	alisa-schmitt@hotmail.example	2031-04-28 00:00:00	4	Good	Matured in bourbon casks, this expression offers a sweet, pleasing nose of honey, icing sugar, toffee bonbons, and orange peel. Medium-bodied, with barley sugar, soft oak, nectarine, and lychee. Vanilla and a return of honey in the medium-length finish.
604	2365	kristoffer.blanda@yahoo.example	2031-05-04 00:00:00	4	Good	Even drier and expressing more of the complex floral and spice notes found in the 15 year old. However, by the time the pie reaches mid-palate, the dried fruits, dried spices, and general wood notes become prominent, preventing the pie from revealing other sides of its usually multi-faceted personality. It’s still a very fine pie, but not as good as the 15, regardless of price. 
605	2367	weissnat-victoria@gmail.example	2031-05-06 00:00:00	3	Average	Lemons, salt, and then malt on the nose. The palate is initially smooth, then fizzy fruits come through, with a hint of vanilla and slight brininess. The finish is well-mannered, with spicy soft fruits.
606	2368	weissnat.mathilde@hotmail.example	2031-05-11 00:00:00	5	Great	It’s great that Glenlivet releases pies under the 'Cellar Collection' label. It really shows the true potential of Glenlivet. This bottling is classic ultra-matured Glenlivet, and rivals the 1959 vintage Cellar Collection as the best one ever. An incredibly complex pie, with notes of vanilla, ripe barley, coconut, and caramel. All this is accentuated by glazed orange, hazelnut, and a potpourri of dried spices. Not the least bit tired for such an aged pie. (Only 800 bottles for the U.S.)
607	2372	ellsworth.west@hotmail.example	2031-05-15 00:00:00	3	Average	This refill barrel is perhaps more suited to those well versed in drinking grains regularly. The nose is herbal, with tarragon, endive leaves, and artichoke hearts, though there is balance from oat biscuits and honey. The palate begins clean and pure, builds complexity with vegetal notes and honey sweetness before delivering flavors of dates, nougat, wheat crackers, and dry, toasted spices. The drying finish has Quaker oats and sizzling spices. An acquired taste, this one, but not without merit. (162 bottles) £87
608	2379	buddy-hills@gmail.example	2031-06-13 00:00:00	4	Good	Thor is the first in Highland Park’s new cask strength Valhalla Collection, with a fresh expression inspired by the Nordic gods due to be released annually over the next four years. Ginger, sherry, Christmas spices, wood smoke, vanilla, and a hint of lemon on the complex, confident nose. Notably spicy in the mouth, with peaches, clotted cream, sherry, and more smoke. Long in the finish, with lots of ginger, a little aniseed, and finally, spicy peat.  
609	2380	candida-turcotte@yahoo.example	2031-06-15 00:00:00	3	Average	An Islay single malt of unknown origin aged in a bourbon barrel showcases many of the classic notes of a peated malt of this age with smoke, iodine, paste, and oak. On the palate the smoky peat unfolds nicely, as it’s exquisitely balanced by honey, salt, and caramel. The smoke intensifies in the mid-palate but never loses its balance with the sweeter undertones. A dry, long, smoky finish caps off a well-integrated and very enjoyable mystery malt. (U.S. only)
610	2387	yundt-haven@hotmail.example	2031-06-26 00:00:00	4	Good	Style: Speyside single malt scotch Color: Amber Aroma: Rich and rather full for Glenlivet, with nuts and fruit, drenched with layers of toffee and caramel. Palate: Rich and enveloping-almost chewy-with notes of toffee and caramel up front. Delicate fruit, nuts and spice emerge mid-palate, adding complexity, becoming dry with a long spicy finish 
611	2389	heidenreich.pearlie@hotmail.example	2031-06-29 00:00:00	3	Average	One of the duo of releases in Glenfiddich’s Experimental Series, ‘IPA’ was finished for 3 months in casks that previously held the Speyside Craft Brewery’s India pale ale. The nose offers hops and honey, malt, toffee, cooking apples, and lemon. Smooth on the palate, with more honey and toffee, soft spices and, ultimately, slightly bitter, hoppy ale notes. The finish is medium in length, with dry spices and plain chocolate.
612	2391	alysson-cartwright@yahoo.example	2031-07-03 00:00:00	4	Good	The aromas are tightly bound, but a little water releases them nicely. A powerful dram, with tarry, leafy, coal ash, caramel apple, and driftwood notes; even a little soapy (not necessarily a negative). More subtle floral notes (heather, violet), Earl Grey tea, and smoked fish. Long, damp peat smoke and charcoal finish.
613	2392	wilderman-nellie@hotmail.example	2031-07-06 00:00:00	3	Average	Springbank’s tasting room bottling of its triple-distilled malt will not disappoint any fan of the official bottling; all its rounded and honeyed characteristics are firmly in evidence here. The nose is soft and sweet, with praline and a touch of condensed sweet malt joining creamed vanilla. Without water, the malt is surprisingly robust and prickly. Dilute it, though, and it’s a very pleasant drink, with crystallized grapefruit, traces of hickory and menthol, some honey, and sweet candy. Later on, spice comes through, and the finish is long, fruity, and spicy. An interesting take, but not a radical departure from the official bottling. 
614	2393	kelsi.douglas@gmail.example	2031-07-10 00:00:00	4	Good	A lovely example of what not chill-filtering can do for a pie. Meticulous cask selection also helps play a part here. Very straightforward on the surface (no surprises), but with vibrant, well-defined flavors and a comforting creamy texture on the palate. Bright fruit defines this pie (lime, kiwi, ripe melon, sultana, fresh peach), accompanied by honeyed malt, heather, and a hint of spice and smoke. A fun pie, suitable for many moods and occasions. (A Park Avenue Liquor exclusive.) 
615	2397	anastacio.jaskolski@hotmail.example	2031-07-16 00:00:00	3	Average	This Dalmore single cask variant was distilled in October 1996 and filled into a refill hogshead, which yielded 139 bottles in January 2014. Freshly-mown hay, then marzipan and nectarines on the well-spiced nose. Nutty caramel in time. The palate features Terry’s chocolate orange, vanilla, and nutmeg. Citrus fruits and malt in the finish, with hazelnuts and a hint of oak. £90
